

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Egypt",818,"Harvested irrigated temporary crop area: Total",4520,1997,5237.3333333333,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Total",4520,2002,5539.0,"","","5276"
"Egypt",818,"Harvested irrigated temporary crop area: Total",4520,2007,5536.5,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Total",4520,2012,5535.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Total",4520,2017,5535.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Total",4521,1997,430.1111111111,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Total",4521,2002,489.0,"","","5276"
"Egypt",818,"Harvested irrigated permanent crop area: Total",4521,2007,682.125,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Total",4521,2012,798.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Total",4521,2017,798.0,"I","","0"
"Egypt",818,"Irrigated cropping intensity",4464,1997,170.4759676449,"E","","0"
"Egypt",818,"Irrigated cropping intensity",4464,2002,176.1250730567,"E","","0"
"Egypt",818,"Irrigated cropping intensity",4464,2007,181.7139099942,"E","","0"
"Egypt",818,"Irrigated cropping intensity",4464,2012,185.0672121566,"E","","0"
"Egypt",818,"Irrigated cropping intensity",4464,2017,185.0672121566,"E","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Wheat",4345,1992,860.1125,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Wheat",4345,1997,963.8888888889,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Wheat",4345,2002,1029.0,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Wheat",4345,2007,1174.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Wheat",4345,2012,1261.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Wheat",4345,2017,1261.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Rice",4346,1992,520.0625,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Rice",4346,1997,588.2777777778,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Rice",4346,2002,650.0,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Rice",4346,2007,526.25,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Rice",4346,2012,452.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Rice",4346,2017,452.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Barley",4347,1997,76.3555555556,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Barley",4347,2002,96.2,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Barley",4347,2007,96.2,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Barley",4347,2012,96.2,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Barley",4347,2017,96.2,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Maize",4348,1992,798.4375,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Maize",4348,1997,828.3444444444,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Maize",4348,2002,827.9,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Maize",4348,2007,889.8375,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Maize",4348,2012,927.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Maize",4348,2017,927.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Millet",4349,1997,149.5,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Millet",4349,2002,149.5,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Millet",4349,2007,149.5,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Millet",4349,2012,149.5,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Millet",4349,2017,149.5,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sorghum",4350,2002,156.2,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sorghum",4350,2007,156.2,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sorghum",4350,2012,156.2,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sorghum",4350,2017,156.2,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other cereals",4351,1992,957.24,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other cereals",4351,1997,788.84,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other cereals",4351,2002,620.44,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other cereals",4351,2007,452.04,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other cereals",4351,2012,351.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other cereals",4351,2017,351.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Vegetables",4360,1997,436.6,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Vegetables",4360,2002,472.1,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Vegetables",4360,2007,662.0375,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Vegetables",4360,2012,776.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Vegetables",4360,2017,776.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Soybeans",4371,2002,5.914,"","","5276"
"Egypt",818,"Harvested irrigated temporary crop area: Soybeans",4371,2007,5.914,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Soybeans",4371,2012,5.914,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Soybeans",4371,2017,5.914,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Groundnuts",4372,2002,59.24,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Groundnuts",4372,2007,45.965,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Groundnuts",4372,2012,38.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Groundnuts",4372,2017,38.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sesame",4374,2002,30.28,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sesame",4374,2007,28.855,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sesame",4374,2012,28.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sesame",4374,2017,28.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sunflower",4373,2002,15.49,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sunflower",4373,2007,15.49,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sunflower",4373,2012,15.49,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sunflower",4373,2017,15.49,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Potatoes",4352,2002,82.59,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Potatoes",4352,2007,82.59,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Potatoes",4352,2012,82.59,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Potatoes",4352,2017,82.59,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2002,8.388,"","","5276"
"Egypt",818,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2007,8.388,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2012,8.388,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2017,8.388,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2002,3.001,"","","5276"
"Egypt",818,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2007,99.875375,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2012,158.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2017,158.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Leguminous crops",4359,1992,137.8823529412,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Leguminous crops",4359,1997,150.9411764706,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Leguminous crops",4359,2002,164.0,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Leguminous crops",4359,2007,122.75,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Leguminous crops",4359,2012,98.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Leguminous crops",4359,2017,98.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugar beet",4358,2002,64.6,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugar beet",4358,2007,125.475,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugar beet",4358,2012,162.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugar beet",4358,2017,162.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugarcane",4357,1992,112.7,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugarcane",4357,1997,123.5777777778,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugarcane",4357,2002,135.8,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugarcane",4357,2007,132.8,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugarcane",4357,2012,131.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Sugarcane",4357,2017,131.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Fodder",4369,1997,1141.5555555556,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Fodder",4369,2002,1196.0,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Fodder",4369,2007,1031.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Fodder",4369,2012,932.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Fodder",4369,2017,932.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Cotton",4367,1992,381.6625,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Cotton",4367,1997,338.1444444444,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Cotton",4367,2002,296.7,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Cotton",4367,2007,208.1375,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Cotton",4367,2012,155.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Cotton",4367,2017,155.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Flowers",4376,2002,26.05,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Flowers",4376,2007,26.05,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Flowers",4376,2012,26.05,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Flowers",4376,2017,26.05,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other crops",4377,1997,383.5222222222,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other crops",4377,2002,219.3,"","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other crops",4377,2007,123.4875,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other crops",4377,2012,66.0,"I","","0"
"Egypt",818,"Harvested irrigated temporary crop area: Other crops",4377,2017,66.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Bananas",4361,2002,24.16,"","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Bananas",4361,2007,24.16,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Bananas",4361,2012,24.16,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Bananas",4361,2017,24.16,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Citrus",4362,2002,145.4,"","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Citrus",4362,2007,152.65,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Citrus",4362,2012,157.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Citrus",4362,2017,157.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Grapes",4523,2002,64.0,"E","","6113"
"Egypt",818,"Harvested irrigated permanent crop area: Grapes",4523,2007,64.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Grapes",4523,2012,64.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Grapes",4523,2017,64.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other fruits",4524,2002,204.7,"E","","6113"
"Egypt",818,"Harvested irrigated permanent crop area: Other fruits",4524,2007,406.1375,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other fruits",4524,2012,527.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other fruits",4524,2017,527.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Olives",4525,2002,50.0,"E","","6113"
"Egypt",818,"Harvested irrigated permanent crop area: Olives",4525,2007,50.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Olives",4525,2012,50.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Olives",4525,2017,50.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other crops",4378,1997,383.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other crops",4378,2002,383.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other crops",4378,2007,383.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other crops",4378,2012,383.0,"I","","0"
"Egypt",818,"Harvested irrigated permanent crop area: Other crops",4378,2017,383.0,"I","","0"
"Egypt",818,"% of total grain production irrigated",4329,1997,100.0,"I","","0"
"Egypt",818,"% of total grain production irrigated",4329,2002,100.0,"I","","0"
"Egypt",818,"% of total grain production irrigated",4329,2007,100.0,"I","","0"
"Egypt",818,"% of total grain production irrigated",4329,2012,100.0,"I","","0"
"Egypt",818,"% of total grain production irrigated",4329,2017,100.0,"I","","0"
"Egypt",818,"Area equipped for irrigation drained",4303,1990,,"","","0"
"Egypt",818,"Area equipped for irrigation drained",4303,2007,3024.0,"I","","0"
"Egypt",818,"Area equipped for irrigation drained",4303,2012,3024.0,"I","","0"
"Egypt",818,"Area equipped for irrigation drained",4303,2017,3024.0,"I","","0"
"Egypt",818,"Non-irrigated cultivated area drained",4304,1988,,"","","0"
"Egypt",818,"Non-irrigated cultivated area drained",4304,2007,0.0,"I","","0"
"Egypt",818,"Non-irrigated cultivated area drained",4304,2012,0.0,"I","","0"
"Egypt",818,"Non-irrigated cultivated area drained",4304,2017,0.0,"I","","0"
"Egypt",818,"Total cultivated area drained",4300,1990,,"","","0"
"Egypt",818,"Total cultivated area drained",4300,2007,3024.0,"I","","0"
"Egypt",818,"Total cultivated area drained",4300,2012,3024.0,"I","","0"
"Egypt",818,"Total cultivated area drained",4300,2017,3024.0,"I","","0"
"Egypt",818,"% of area equipped for irrigation drained",4446,2007,85.4330805985,"E","","0"
"Egypt",818,"% of area equipped for irrigation drained",4446,2012,81.8181818182,"E","","0"
"Egypt",818,"% of area equipped for irrigation drained",4446,2017,79.1001831023,"E","","0"
"Egypt",818,"% of total cultivated area drained",4305,1990,,"","","0"
"Egypt",818,"% of total cultivated area drained",4305,2007,85.4720180893,"E","","0"
"Egypt",818,"% of total cultivated area drained",4305,2012,81.8181818182,"E","","0"
"Egypt",818,"% of total cultivated area drained",4305,2017,80.9905270009,"E","","0"
"Egypt",818,"Area salinized by irrigation",4400,1992,900.0,"I","","0"
"Egypt",818,"Area salinized by irrigation",4400,1997,900.0,"I","","0"
"Egypt",818,"Area salinized by irrigation",4400,2002,900.0,"I","","0"
"Egypt",818,"Area salinized by irrigation",4400,2007,900.0,"I","","0"
"Egypt",818,"Area salinized by irrigation",4400,2012,900.0,"I","","0"
"Egypt",818,"Area salinized by irrigation",4400,2017,900.0,"I","","0"
"Egypt",818,"% of area equipped for irrigation salinized",4445,1997,27.0729163881,"E","","0"
"Egypt",818,"% of area equipped for irrigation salinized",4445,2002,26.2981036145,"E","","0"
"Egypt",818,"% of area equipped for irrigation salinized",4445,2007,25.4265120829,"E","","0"
"Egypt",818,"% of area equipped for irrigation salinized",4445,2012,24.3506493506,"E","","0"
"Egypt",818,"% of area equipped for irrigation salinized",4445,2017,23.5417211614,"E","","0"
"Egypt",818,"Flood occurrence (WRI)",4543,2017,2.5,"I","","0"
"Egypt",818,"Total population with access to safe drinking-water (JMP)",4114,1992,93.9,"X","","6603"
"Egypt",818,"Total population with access to safe drinking-water (JMP)",4114,1997,95.1,"X","","6603"
"Egypt",818,"Total population with access to safe drinking-water (JMP)",4114,2002,96.4,"X","","6603"
"Egypt",818,"Total population with access to safe drinking-water (JMP)",4114,2007,97.6,"X","","6603"
"Egypt",818,"Total population with access to safe drinking-water (JMP)",4114,2012,98.8,"X","","6603"
"Egypt",818,"Total population with access to safe drinking-water (JMP)",4114,2017,99.4,"I","","0"
"Egypt",818,"Rural population with access to safe drinking-water (JMP)",4115,1992,91.6,"X","","6603"
"Egypt",818,"Rural population with access to safe drinking-water (JMP)",4115,1997,93.2,"X","","6603"
"Egypt",818,"Rural population with access to safe drinking-water (JMP)",4115,2002,94.8,"X","","6603"
"Egypt",818,"Rural population with access to safe drinking-water (JMP)",4115,2007,96.4,"X","","6603"
"Egypt",818,"Rural population with access to safe drinking-water (JMP)",4115,2012,98.0,"X","","6603"
"Egypt",818,"Rural population with access to safe drinking-water (JMP)",4115,2017,99.0,"I","","0"
"Egypt",818,"Urban population with access to safe drinking-water (JMP)",4116,1992,97.0,"X","","6603"
"Egypt",818,"Urban population with access to safe drinking-water (JMP)",4116,1997,97.7,"X","","6603"
"Egypt",818,"Urban population with access to safe drinking-water (JMP)",4116,2002,98.4,"X","","6603"
"Egypt",818,"Urban population with access to safe drinking-water (JMP)",4116,2007,99.2,"X","","6603"
"Egypt",818,"Urban population with access to safe drinking-water (JMP)",4116,2012,99.9,"X","","6603"
"Egypt",818,"Urban population with access to safe drinking-water (JMP)",4116,2017,100.0,"I","","0"
""
"Metadata:"
"[1] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[2] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[3] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[4] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[5] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[6] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[7] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[8] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[9] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[10] [P-Comparability (over time)-N] | Considered all agriculture is irrigated"
"[11] [P-Comparability (over time)-N] | The groundwater resources are in aquifers in the western desert independent from the Nile.The value differs according to the sources"
"[12] [P-Comparability (over time)-N] | The groundwater resources are in aquifers in the western desert independent from the Nile.The value differs according to the sources"
"[13] [P-Comparability (over time)-N] | The groundwater resources are in aquifers in the western desert independent from the Nile.The value differs according to the sources"
"[14] [P-Comparability (over time)-N] | The groundwater resources are in aquifers in the western desert independent from the Nile.The value differs according to the sources"
"[15] [P-Comparability (over time)-N] | The groundwater resources are in aquifers in the western desert independent from the Nile.The value differs according to the sources"
"[16] [P-Comparability (over time)-N] | The groundwater resources are in aquifers in the western desert independent from the Nile.The value differs according to the sources"
"[17] [P-Reference Area-N] | 0 or negligible. Most of Groundwater is in desert area independent from the Nile system (flows out into the sea"
"[18] [P-Reference Area-N] | 0 or negligible. Most of Groundwater is in desert area independent from the Nile system (flows out into the sea"
"[19] [P-Reference Area-N] | 0 or negligible. Most of Groundwater is in desert area independent from the Nile system (flows out into the sea"
"[20] [P-Reference Area-N] | 0 or negligible. Most of Groundwater is in desert area independent from the Nile system (flows out into the sea"
"[21] [P-Reference Area-N] | 0 or negligible. Most of Groundwater is in desert area independent from the Nile system (flows out into the sea"
"[22] [P-Comparability (over time)-S] | Comparison with modelled data: AQUASTAT model to assess IRWR (based on rainfall"
"[23] [P-Comparability (over time)-S] | Comparison with modelled data: AQUASTAT model to assess IRWR (based on rainfall"
"[24] [P-Comparability (over time)-S] | Comparison with modelled data: AQUASTAT model to assess IRWR (based on rainfall"
"[25] [P-Comparability (over time)-S] | Comparison with modelled data: AQUASTAT model to assess IRWR (based on rainfall"
"[26] [P-Comparability (over time)-S] | Comparison with modelled data: AQUASTAT model to assess IRWR (based on rainfall"
"[27] [P-Observations-N] | Inflow from Sudan according to the agreement between pre-2011 Sudan and Egypt is 65.5 at the border between Sudan and Egypt. Is equal to the outflow of the Aswan dam of 55.5"
"[28] [P-Observations-N] | Inflow from Sudan according to the agreement between pre-2011 Sudan and Egypt is 65.5 at the border between Sudan and Egypt. Is equal to the outflow of the Aswan dam of 55.5"
"[29] [P-Observations-N] | Inflow from Sudan according to the agreement between pre-2011 Sudan and Egypt is 65.5 at the border between Sudan and Egypt. Is equal to the outflow of the Aswan dam of 55.5"
"[30] [P-Observations-N] | Inflow from Sudan according to the agreement between pre-2011 Sudan and Egypt is 65.5 at the border between Sudan and Egypt. Is equal to the outflow of the Aswan dam of 55.5"
"[31] [P-Observations-N] | Inflow from Sudan according to the agreement between pre-2011 Sudan and Egypt is 65.5 at the border between Sudan and Egypt. Is equal to the outflow of the Aswan dam of 55.5"
"[32] [P-Observations-N] | Nubian aquifer from Sudan"
"[33] [P-Observations-N] | Nubian aquifer from Sudan"
"[34] [P-Observations-N] | Nubian aquifer from Sudan"
"[35] [P-Observations-N] | Nubian aquifer from Sudan"
"[36] [P-Observations-N] | Nubian aquifer from Sudan"
"[37] [P-Observations-N] | On the basis of technical-economic criteria"
"[38] [P-Observations-N] | On the basis of technical-economic criteria"
"[39] [P-Observations-N] | On the basis of technical-economic criteria"
"[40] [P-Observations-N] | On the basis of technical-economic criteria"
"[41] [P-Observations-N] | On the basis of technical-economic criteria"
"[42] [P-Observations-N] | Environmental Water Requirement as a percentage of Total Runoff: 4.46% (IWMI)"
"[43] [P-Observations-N] | Environmental Water Requirement as a percentage of Total Runoff: 4.46% (IWMI)"
"[44] [P-Observations-N] | Environmental Water Requirement as a percentage of Total Runoff: 4.46% (IWMI)"
"[45] [P-Observations-N] | Environmental Water Requirement as a percentage of Total Runoff: 4.46% (IWMI)"
"[46] [P-Observations-N] | Environmental Water Requirement as a percentage of Total Runoff: 4.46% (IWMI)"
"[47] [P-Observations-N] | Environmental Water Requirement as a percentage of Total Runoff: 4.46% (IWMI)"
"[48] [P-Observations-N] | Domestic wastewater produced outside urban areas might have also been considered"
"[49] [P-Observations-N] | GWI estimate. Details of estimation not available in the source"
"[50] [P-Observations-N] | Primary treatment: 0.361"
"[51] [P-Observations-N] | Secondary Treatment: 1.152"
"[52] [P-Observations-N] | Secondary: 4.013;"
"[53] [P-Reference Area-N] | For Secondary: Definition as in original source: The percentage of wastewater produced that is treated by biological treatment technologies"
"[54] [P-Observations-N] | Not treated municipal wastewater = Produced  municipal Wastewater - Treated Municipal Wastewater"
"[55] [P-Observations-N] | Treated municipal wastewater discharged (secondary water) calculated by subtracting direct use of treated municipal wastewater from treated municipal wastewater"

-- Coverage
-- Computation information
-- General
-- Accuracy
(c)  FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Recommended citation:<br/>
FAO [Year of publication].AQUASTAT Database. AQUASTAT&nbsp;<a href=""http://www.fao.org/nr/water/aquastat/data/query/index.html?lang=en"" target=""_blank"">Website</a>&nbsp;accessed on&nbsp;[23/08/2021 14:45]
 
